遇莲叶二客诗（唐·栾清）　　押尤韵	得饮摅公酒，复登摅公舟。便得神体清，超遥旷无忧（清）。
莲叶二客诗（唐·栾清）	行时云作伴，坐即酒为侣。腹以元化充，衣将云霞补。纣虐与尧仁，可惜皆朽腐①。
