戏咏（唐·张敬忠）　　五言绝句　押东韵	有意嫌兵部，专心望考功。谁知脚蹭蹬，几落省墙东①。
边词（唐·张敬忠）　　七言绝句　押支韵	五原春色旧来迟，二月垂杨未挂丝。即今河畔冰开日，正是长安花落时。
