赠兄（唐·何兆）　　七言绝句　押真韵	洛阳纸价因兄贵，蜀地红笺为弟贫。南北东西九千里，除兄与弟更无人。
句（唐·何兆）　　押阳韵	芙蓉十二池心漏，薝卜三千灌顶香（见《焦氏笔乘》）。
