三个不归颂（唐·自在）　　七言绝句　押微韵	割爱慈亲异俗迷，如云似鹤更高飞。五湖四海随缘去，到处为家一不归。
放少师行脚时颂（唐·自在）　　七言绝句　押真韵	放汝南行入大津，碧潭深处养金鳞。等闲莫与凡鱼伴，直透龙门便出身。
