吟（唐·织锦人）　　七言绝句　押歌韵	学织缭绫功未多，乱拈机杼错抛梭。莫教官锦行家见，把此文章笑杀他。
句（唐·织锦人）　　押真韵	如今不重文章士，莫把文章誇向人。
