述怀 其一（唐·严含质）　　七言绝句　押麌韵	昔为仙子今为虎，流落阴崖足风雨。更将斑毳被余身，千载空山万般苦。
题壁 其二（唐·严含质）	下玄八千亿甲子，丹飞先生严含质。谪下中天被斑革，六千甲子，血食涧饮厕猿狖。下浊界，景云元纪升太一①。
