莺（唐·郑缙）　　五言绝句　押萧韵	欲啭声犹涩，将飞羽未调。高风不借便，何处得迁乔。
咏浮沤为辛明府作（唐·郑缙）　　五言排律　押尤韵	行潦散轻沤，清规吐（一作晚）未收。雨来波际合，风起浪中浮。晶晃明苔砌，参差绕芥舟。影疑星泛晓，光似露涵（一作含）秋。皎皎珠同净，漂漂梗共流。洁容无变染，圆知有谦柔。欲作微涓效，先从淡水游。
