偶题（唐·裴廷裕）　　七言绝句　押麻韵	微雨微风寒食节，半开半合木兰花。看花倚柱终朝立，却似凄凄不在家。
蜀中登第荅李搏六韵（唐·裴廷裕）　　七言排律　押江韵	何劳问我成都事，亦报君知便纳降。蜀柳笼堤烟矗矗，海棠当户燕双双。富春不并穷师子，濯锦全胜旱曲江。高捲绛纱扬氏宅①，半垂红袖薛涛窗。浣花泛鹢诗千首，静众（寺名）寻梅酒百缸。若说弦歌与风景，主人兼是碧油幢。
