诗 其二（唐·无名鬼）　　七言绝句　押支韵	仙人未必便仙去，还在人间人不知。手把白须从两鹿，相逢却问姓名谁。
句（唐·无名鬼）　　押庚韵	芫花半落，松风晚清。
