闺情（唐·郑虔）　　五言绝句　押蒸韵	银钥开香阁，金台照夜灯。长征君自惯，独卧妾何曾。
与林元籍郊行举对（题拟）（唐·郑虔）　　押灰韵	石压笋斜出，谷阴花后开。
