杂曲歌辞 杨柳枝（唐·卢贞）　　押冬韵	一树依依在永丰，两枝飞去杳无踪。玉皇曾采人间曲，应逐歌声入九重。
乐天偶眠诗（唐·卢贞）　　押先韵	放杯书桉上，枕臂火炉前。
