春词二首（唐·张琰）　　押有韵	垂柳鸣黄鹂，关关若求友。春情不可耐，愁杀闺中妇。日暮登高楼，谁怜小垂手。
句（唐·张琰）	年年人自老，日日水东流。庭芳自摇落，永念结中肠。
