宫词（唐·花蕊夫人徐氏）　　七言绝句　押删韵	五云楼阁凤城间，花木长新日月闲。三十六宫连内苑，太平天子住①昆山。
述国亡诗（唐·花蕊夫人徐氏）　　七言绝句　押支韵	君王城上竖降旗，妾在深宫那得知。十四万人齐解甲，宁②无一个是男儿①。
