鬻丹砂醉吟（唐·刘道昌）　　七言绝句　押萧韵	心田但使灵芝长，气海常教法水朝。功满自然留不住，更将何物驭丹霄。
龟市告别（唐·刘道昌）　　七言绝句　押灰韵	还丹功满气成胎，九百年来混俗埃。自此三山一归去，无因重到世间来。
