题法云寺双桧（唐·方壶居士）　　七言绝句　押文韵	谢郎双桧绿于云，昏晓浓阴色未分。若并亳宫仙鹿迹，定知高峭不如君。
隋堤词（唐·方壶居士）　　七言绝句　押尤韵	尝忆江都大业秋，曾随銮跸戏龙舟。伤心一觉兴亡梦，堤柳无情识世愁。
