咏燕（唐·张鷟）　　五言绝句　押微韵	变石身犹重，衔泥力尚微。从来赴甲第，两起一双飞①。
荅或人（唐·张鷟）　　押支韵	宁可且将朱唇饮酒，谁能遂你黑齿常之。
