唐昌观玉蕊花折有仙人游怅然成二绝（唐·严休复）　　七言绝句　押真韵	终日斋心祷玉宸，魂销目断未逢真。不如满树琼瑶蕊，笑对藏花洞里人。
与于驸马（唐·严休复）　　押虞韵	莫惜歌喉一串珠。
