题石门（唐·释玄宗）　　五言绝句　押微韵	双扉起岩石，尘客过应稀。千古掩不得，从教云夜归。
题石门洞（唐·释玄宗）　　押月韵	密竹流泉不居热，洞门深沉风雨歇。洗出清风快活天，醉弄江南谢家月。
