荅从叔愈（唐·韩湘）　　七言绝句　押青韵	举世都为名利醉，伊予独向道中醒。他时定是飞升去，冲破秋空一点青。
言志（唐·韩湘）　　五言排律　押麻韵	青山云水窟，此地是吾家。后夜流琼液，凌晨咀绛霞。琴弹碧玉调，炉炼白朱砂。宝鼎存金虎，元田养白鸦。一瓢藏世界，三尺斩妖邪。解造逡巡酒，能开顷刻花。有人能学我，同去看仙葩。
