相和歌辞 明妃曲（唐·王偃）　　押麻韵	北望单于日半斜，明君马上泣胡沙。一双泪滴黄河水，应得东流入汉家。
杂曲歌辞 夜夜曲（唐·王偃）　　押齐韵	北斗星移银汉低，班姬愁思凤城西。青槐陌上人行绝，明月楼前乌夜啼。
