席上戏东川杨尚书（唐·柳棠）　　七言绝句　押尤韵	莫言名位未相俦，风月何曾阻献酬。前辈不须轻后辈，靖安今日在衡州。
荅杨尚书（唐·柳棠）　　七言绝句　押寒韵	未向燕台逢厚礼，幸因社会接馀欢。一鱼吃了终无愧，鲲化为鹏也不难。
