思归寄东林澈上人（唐·韦丹）　　七言绝句　押文韵	王事纷纷无暇日，浮生冉冉只如云。已为平子归休计，五老岩前必共闻。
荅澈公（唐·韦丹）　　七言绝句　押支韵	空山泉落松窗静，闲地草生春日迟。白发渐多身未退，依依常在永禅师。
