丽色赋附歌（唐·富嘉谟）	涉绿水兮采红莲，水漫漫兮花田田。舟容与兮白日暮，桂水浮兮不可度。
明冰篇（唐·富嘉谟）	北陆苍茫河海凝，南山阑干昼夜冰。素彩峨峨明月升，深山穷谷不自见。安知采斲备嘉荐，阴房涸冱掩寒扇。阳春二月朝始暾，春光潭沱度千门。明冰时出御至尊，彤庭赫赫九仪备。腰玉煌煌千官事，明冰毕赋周在位。忆昨沙漠（一作朔）寒风涨，昆崙长河冰始壮。漫汗崚嶒积亭障，噰噰鸣雁江上来。禁苑池台冰复开，摇青涵绿映楼台。豳歌七月王风始，凿冰藏用昭物轨，四时不忒千万祀（一作祀）。
