对御书后一绝（唐·亚栖）　　七言绝句	通神笔法得玄门，亲入长安谒至尊。莫怪出来多意气，草书曾悦圣明君。
题英禅师（唐·亚栖）　　七言绝句　押阳韵	将知德行异寻常，每见持经在道场。欲识用心精洁处，一瓶秋水一炉香。
