望月（唐·张瑛）　　五言绝句　押庚韵	天汉凉秋夜，澄澄一镜明。山空猿屡啸，林静鹤频惊。
铜雀台（唐·张瑛）　　押灰韵	君王冥漠不可见，铜雀歌舞空裴回。西陵啧啧悲宿鸟，高①殿沈沈闭青苔。青苔无人迹，红粉空相②哀。
