过王浚墓二首（唐·李休烈）　　五言绝句　押冬韵	青史高遗迹，黄垆掩旧封。宁知陌上兽，何羡水中龙。
咏铜柱（唐·李休烈）　　七言绝句　押虞韵	天门街里倒天枢，火急先须卸火珠。计合一条丝线挽，何劳两县索人夫①。
