献主文（唐·刘虚白）　　七言绝句　押东韵	二十年前此夜中，一般灯烛①一般风。不知岁月能多少，犹著麻衣待至公。
句（唐·刘虚白）　　押先韵	知道醉乡无户税，任他荒却下丹田。
