题龙门寺（唐·陆海）　　五言绝句　押东韵	窗灯林霭里，闻磬水声中。更与龙华会①，炉烟满夕风。
题奉国寺（唐·陆海）　　押齐韵	新秋夜何爽，露下风转凄。一磐竹林②外①，千灯花塔西。
