醉妆词（唐·王衍）	者边走，那边走，只是寻花柳。那边走，者边走，莫厌金杯酒。
甘州曲（唐·王衍）	画罗裙，能解束。称腰身，柳眉桃脸不胜春。薄媚足精神，可惜沦落在风尘。
