独游家园（唐·孟氏）　　五言绝句　押尤韵	可惜春时节，依前独自游。无端两行泪，长只①对花流。
维扬少年与孟氏赠荅诗（唐·孟氏）　　五言绝句　押支韵	谁家少年儿，心中暗自欺。不道终不可，可即恐郎知①。
