玉女词（唐·张安石）　　七言绝句　押真韵	绮荐银屏空积尘，柳眉桃脸暗销春。不须更学阳台女，为雨为云趁恼人。
苦别（唐·张安石）　　七言绝句	向前不信别离苦，而今自到别离处。两行粉泪红阑干，一朵芙蕖带残露。
