李皋试诗（唐·何仲举）　　五言绝句　押麻韵	似玉来投狱，抛家去就枷。可怜两片木，夹却一枝花。
句（唐·何仲举）	碧云章句才离手，紫府神仙尽点头①。树迎高鸟归深野，云傍斜阳过远山②。
