登岭望（唐·许鼎）　　五言绝句　押删韵	淼淼三江水，悠悠五岭关。雁飞犹不度，人去若为还。
崿岭四望（唐·许鼎）　　押阳韵	汉家仙仗在咸阳，洛水东流出建章。野老至今犹望辛，离宫秋树独苍苍。
