寄妻（唐·彭伉）　　七言绝句	莫讶相如献赋迟，锦书谁道泪沾衣。不须化作山头石，待我堂前折桂枝。
青云干吕（唐·彭伉）　　五言排律　押文韵	祥辉上干吕，郁郁又纷纷。远示无为化，将明至道君。势凝千里静，色向九霄分。已见从龙意，宁知触石文。状烟殊散漫，捧日更氛氲。自使来宾国，西瞻仰瑞云。
