感巫州荠菜（唐·高力士）　　押贿韵	两京作觔①卖，五溪无人采。夷夏虽有殊，气味都不改②。
句（唐·高力士）　　押虞韵	烟熏眼落膜，瘴染面朱虞（《流巫州时作》）。
