宫词（唐·朱光弼）　　五言绝句　押豪韵	梦里君王近，宫中河汉高。秋风能再热，团扇不辞劳。
相和歌辞 铜雀妓（唐·朱光弼）　　押庚韵	魏王铜雀妓，日暮管弦清。一见西陵树，悲心舞不成。
