荅孙玄照（唐·王仙仙）　　七言绝句　押微韵	鸳鸯相见不相随，笼里笼前整羽衣。但得他时人放去，水中长作一双飞。
孙玄照琴中歌赠王仙仙（唐·王仙仙）　　七言绝句　押侵韵	相如曾作凤兮吟，昔被文君会此音。今日孤鸾还独语，痛哉仙子不弹琴。
