题西施浣纱石（唐·胡幽贞）　　五言绝句　押真韵	一朝入紫宫，万古遗芳尘。至今溪边花，不敢娇青春。
归四明（唐·胡幽贞）	海色连四明，仙舟去容易。天籍岂辄问，不是卑朝士①。
