登景云寺阁（唐·张元宗）　　五言绝句　押先韵	胡马饮河洛，我家从此迁。今来独垂泪，三十六峰前。
望终南山（唐·张元宗）　　七言绝句　押删韵	红尘白日长安路，马足车轮不暂闲。唯有茂陵多病客，每来高处望南山。
