天津桥望洛城残雪（唐·阎济美）　　五言绝句　押寒韵	新霁洛城端，千家积雪寒。未收清禁色，偏向上阳残。
下第献座主张谓（唐·阎济美）　　五言排律　押先韵	謇谔王臣直，文明雅量全。望炉金自跃，应物镜何偏。南国幽沈尽，东堂礼乐宣。转令游艺士，更惜至公年。芳树欢新景，青云泣暮天。唯愁凤池拜，孤贱更谁怜。
