为温仆射嘲竹（唐·裴略）　　押屋韵	竹，风吹青肃肃，凌冬叶不凋，经春子不熟。虚心未得待国士，皮上何须生节目。
又嘲屏墙（唐·裴略）　　押遇韵	高下八九尺，东西六七步。突兀当厅坐，几许遮贤路。
