隔壁闻奏伎（唐·裴延）　　五言绝句　押灰韵	徒闻管弦切，不见舞腰回。赖有歌梁合，尘飞一半来。
咏剪花（唐·裴延）　　五言绝句　押真韵	花寒未聚蝶，色艳已惊人。悬知陌上柳，应妒手中春。
