题洛苑梧叶上（唐·天宝宫人）　　五言绝句　押真韵	旧宠悲秋扇，新恩寄早春。聊题一片叶①，将寄接流人②。
又题洛苑梧叶上（唐·天宝宫人）　　七言绝句　押庚韵	一叶题诗出禁城，谁人酬和独含情。自嗟不及波中叶，荡漾乘春取次行。
