杨柳枝词（唐·滕迈）	三条陌上拂金羁，万里桥边映酒旗。此日令人肠欲断，不堪将入笛中吹。
句（唐·滕迈）　　押支韵	陶令门前罥接䍦，亚夫营里拂朱旗①。
