题路左佛堂（唐·吴武陵）　　七言绝句　押豪韵	雀儿来逐飏风高，下视鹰鹯意气豪。自谓能生千里翼，黄昏依旧委①蓬蒿。
贡院楼北新栽小松（唐·吴武陵）　　五言排律　押冬韵	拂槛爱贞容，移根自远峰。已曾经草没，终不任苔封。叶少初陵雪，鳞生欲化龙。乘春濯雨露，得地近垣墉。逐吹香微动，含烟色渐浓。时回日月照，为谢小山松。
