授炙毂子歌二首 其二（唐·希道）　　七言绝句	魄微入魂牝牡结，阳呴阴滋神鬼灭。千歌万赞皆未决，古往今来抛日月。
授炙毂子歌二首 其一（唐·希道）	木津天魂，金液地魄。坎离运行宽无成，金木有数秦晋合。近效宜六旬，远期三载阔。
