城南宴（唐·李行言）　　七言绝句　押支韵	御宿上林春欲尽，残花弱柳任风吹。斗鸡走马□□□，乐煞长安游侠儿。
秋晚度废关（唐·李行言）　　五言排律　押齐韵	秦郊平旧险，周德眷遗黎。始闻清夜柝，俄见落封泥。物色来无限，津途去不迷。空亭谁问马，闲戍但鸣鸡。山月寒弥净，河风晓更凄。赠言杨伯起，非复是关西。
