赠王福娘（唐·崔澹）　　七言绝句　押阳韵	怪得清①风送异香，娉婷仙子曳霓裳。惟应错认偷桃客，曼倩曾为汉侍郎。
句（唐·崔澹）	九重城里春来早，百尺楼头日落迟（《古意》）。
