立春后作（唐·王初）　　七言绝句　押删韵	东君珂佩响珊珊，青驭多时下九关。方信玉霄千万里，春风犹未到人间。
春日咏梅花 其一（唐·王初）　　七言绝句　押真韵	靓妆才罢粉痕新，递晓风回散玉尘。若遣有情应怅望，已兼残雪又兼春。
