流崖州至鬼门关作（唐·杨炎）　　五言绝句　押删韵	一去一万里，千知千不还。崖州何处在？生度鬼门关。
赠元载歌妓（唐·杨炎）	雪面淡眉天上女，凤箫鸾翅欲飞去。玉山翘翠步无尘，楚腰如柳不胜春①。
