宣州东峰亭各赋一物得古壁苔（唐·刘太真）　　押锡韵	苒苒温寒泉，绵绵古危壁。光含孤翠动，色与暮云寂。深浅松月间，幽人自登历。
顾十二况左迁过韦苏州房杭州韦睦州三使君皆有郡中燕集诗辞章高丽鄙夫之所仰慕顾生既至留连笑语因亦成篇以继三君子之风焉（唐·刘太真）　　押尤韵	宠至乃不惊，罪及非无由。奔迸历畏途，缅貌赴偏（一作荒）陬。牧此彫弊氓，属当赋敛秋。凤兴谅无补，旬暇焉敢休。前日怀友生，独登城上楼。迢迢西北望，远思不可收。今曰车骑来，旷然销人忧。晨迎东斋饭，晚度南溪游。以我碧流水，泊君青翰舟。莫将迁客程，不为胜境留。飞札谢三守，斯篇希见酬。
