大言诗（唐·谭峭）　　七言绝句　押先韵	线作②长江扇作①天，靸鞋抛向③海东边。蓬莱信道无多路④，只⑤在谭生拄杖前。
句（唐·谭峭）　　押先韵	云外星霜如走电，世间娱乐似抛砖。
