寻幽居不遇（唐·庄翱）　　七言绝句　押删韵	满庭花落迷行路，绕院泉声写半山。向暮此中回首去，洞门深处鸟关关。
句（唐·庄翱）	天外夜深风渐远，高松长似水流声（《宿松门》）。焚香暮入翻花殿，净手秋开贝叶经（《赠惠雅上人》）。野性本怜松下月，幽情唯爱洞中春（《欲归山》）。慇勤笑喻人间事，遥指庭花对夕阳（《谒雷禅和尚》）。
