晓过横塘（明·戒襄）　　七言绝句　押青韵	半幅蒲帆九里汀，石湖秋水接天青。舟人指点蘼芜外，一带青山是洞庭。
长安坝河道中（明·戒襄）	三月临平山下宿，沙棠一舟帆数幅。清晨鼓枻看山行，两岸人家春水绿。岸上人家挂酒旗，几树桃花映修竹。路人问我将何之，我欲寻师向天目。
