辞黄山（明·黄道周）　　押麌韵	亦是吾家峰，神物不可谱。顶髻在心眸，一一屈指数。
满庭芳 吴江舟中读雪堂新诗寄钱尔斐（明·黄道周）	大研停书，谁似尔，玄徽高寄。把银河曳练，宝幢涌地。青鸟衔笺来阆苑，朱鱼结佩传仙字。忆长干、小巷驻霜蹄，曾摇辔。早无意，搴赤帜。慵开眼，翻金匮。但谢安高卧，灌夫直视。且喜榻穿身尚健，从知韦绝心逾细。更钓鳌、海上瞰沧洲，调香饵。
