寄龚大章（明·张倬）　　七言绝句　押尤韵	半生心迹任虚舟，风雪飘萧一弊裘。独抱龙门太平策，沧浪亭下看沙鸥。
画竹（明·张倬）　　七言绝句　押歌韵	黄陵祠下月明多，不见湘灵翠辇过。留得萧萧数竿竹，至今肠断楚人歌。
