咏何节妇（明·邓彦良）　　七言绝句　押侵韵	地老天荒亘古今，桑田沧海几浮沉。千年井水无风浪，犹是斯人守义心。
咏赵烈女（明·邓彦良）　　七言绝句　押虞韵	烈女何曾更二夫，守身唯死是良图。风颓俗污兵尘里，一段纲常赖尔扶①。
