鳌桥钓浪（明·曾敬）　　七言绝句　押豪韵	谁筑鲸鲵金背高，跨天双蝀锁波涛。临流若问丝纶手，不钓凡鱼只钓鳌①。
灵芝（明·曾敬）　　五言排律　押真韵	乔木风霜饱，擎天雨露新。台隍高藉枕，庐舍旧为邻。夜夜祥光闪，朝朝瑞气屯。北窗薰可卧，秋水乐相亲。忽尔中元届，休哉四皓臻。暗移蓬岛甲，阴植阆园辛。穴破芝敷玉，庭空树剖珍。朱柯扶碧蕊，紫笋托玄筠。初谛犹龙虎，徐看已凤麟。明珠分海错，湛露落河银。五色抽苏秀，九茎传谢薪。甘泉曾咏鬯，函德复歌湮。和气通三界，贞符叶五伦。尧蓂能数日，屈轶可知人。仙质谁俦侣，幽馨自主宾。弹冠今有汉，采药久辞秦。华物锡天宝，奇人降岳申。念渠开圣瑞，愧我塞慈仁。眉宇能勾当，庭阶免蹙频。精华无苇筏，明德实梁津。马应羲河负，龟从禹雒陈。思为若有翼，临履更存身。九万程为徙，八千岁作春。祝釐祈报响，对果敢忘因①。
