对琴（明·明显）　　五言绝句　押养韵	对琴不见琴，忘琴听琴响。坐久听亦无，云飞树尖上。
入寺（明·明显）　　五言绝句　押元韵	碧草通樵径，青松夹寺门。已来亲眼见，难去对人言。
