海珠寺谒李忠简公祠（明·梁乔升）　　七言绝句　押尤韵	兀然一石江心浮，撞破江潮两道流。若把名祠品题遍，海珠端合在前头①。
常山阻雨怀同年詹黄门（明·梁乔升）	去年怀玉雨，雅情多荷君。拨炉煨雪酒，剪烛细论文。五日方上马，新晴照吟襟。行行尚不忍，一步一沉吟。今年常山雨，滴滴上我心。山亭睡不着，岑寂寒难禁。美人隔一山，路近无由亲。愁见黑云翳，恨望枫树林。安得北风劲，吹散重云阴。旭日融融起，舆帷生氤氲。我爰挟我剑，我爰囊我琴。相见立相期，共话寒更深。
