壁间诗（明·梁山老人）　　五言绝句　押元韵	青青千里草，隐隐独家村。日暮客投宿，山深虎守门。
赠诗（明·梁山老人）　　七言绝句　押支韵	自有安车自不知，劳劳奔走欲何为？回头打紧修工课，似我南山种豆时。
