塞上曲（明·龚士骧）　　七言绝句　押阳韵	星汉盈盈望故乡，梦惊刁斗在辽阳。谁将一片深闺月，散作长城万里霜。
西湖曲（明·龚士骧）　　七言绝句　押麻韵	六桥罗绮媚晴霞，彩袖风偏一向斜。四百亭台何处胜，香车未到莫飞花。
