弃讲归云栖修净业（明·广德）　　七言绝句　押删韵	客途终日忆归山，今得重来岂等闲。万别千差俱屏却，一轮落照梦魂间。
答蔡五岳见访（明·广德）　　七言绝句　押庚韵	闲将祖意问臞僧，拟踏须弥顶上行。无句可酬留偈客，半峰花雨一声莺。
