凤皇谷（明·韩鸣鸾）　　五言绝句　押支韵	凤皇鸣高冈，旷世一见之。翻身耀朝日，自顾羽毛奇①。
寥阳夜饮（明·韩鸣鸾）　　押先韵	夜饮寥阳殿，明月何娟娟。举杯邀明月，形影似相怜。酒满月在手，酒尽月还天。步月醉欲卧，明月来床前。醉时在交欢，醒后各茫然。
